PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,label
32039534,A novel septal protein of multicellular heterocystous cyanobacteria is associated with the divisome,"Springstein BL, Arévalo S, Helbig AO, Herrero A, Stucken K, Flores E, Dagan T.",Mol Microbiol. 2020 Jun;113(6):1140-1154. doi: 10.1111/mmi.14483. Epub 2020 Feb 24.,Springstein BL,Mol Microbiol,2020,11/2/2020,,,10.1111/mmi.14483,FtsZ
33082450,Artificial modulation of cell width significantly affects the division time of Escherichia coli,"Liang B, Quan B, Li J, Loton C, Bredeche MF, Lindner AB, Xu L.",Sci Rep. 2020 Oct 20;10(1):17847. doi: 10.1038/s41598-020-74778-3.,Liang B,Sci Rep,2020,21/10/2020,PMC7576201,,10.1038/s41598-020-74778-3,FtsZ
32162470,Multi-locus sequencing reveals a novel Bartonella in mammals from the Superorder Xenarthra,"Calchi AC, Vultão JG, Alves MH, Yogui DR, Desbiez ALJ, Amaral RB, Santi M, Teixeira MMG, Werther K, Machado RZ, André MR.",Transbound Emerg Dis. 2020 Mar 11. doi: 10.1111/tbed.13545. Online ahead of print.,Calchi AC,Transbound Emerg Dis,2020,13/3/2020,,,10.1111/tbed.13545,FtsZ
34181483,The Division Defect of a Bacillus subtilis minD noc Double Mutant Can Be Suppressed by Spx-Dependent and Spx-Independent Mechanisms,"Yu Y, Dempwolff F, Oshiro RT, Gueiros-Filho FJ, Jacobson SC, Kearns DB.",J Bacteriol. 2021 Aug 20;203(18):e0024921. doi: 10.1128/JB.00249-21. Epub 2021 Aug 20.,Yu Y,J Bacteriol,2021,28/6/2021,PMC8378480,,10.1128/JB.00249-21,FtsZ
31113895,Robust Stoichiometry of FliW-CsrA Governs Flagellin Homeostasis and Cytoplasmic Organization in Bacillus subtilis,"Oshiro RT, Rajendren S, Hundley HA, Kearns DB.",mBio. 2019 May 21;10(3):e00533-19. doi: 10.1128/mBio.00533-19.,Oshiro RT,mBio,2019,23/5/2019,PMC6529632,,10.1128/mBio.00533-19,FtsZ
29745002,Helicobacter pylori shows asymmetric and polar cell divisome assembly associated with DNA replisome,"Kamran M, Dubey P, Verma V, Dasgupta S, Dhar SK.",FEBS J. 2018 Jul;285(13):2531-2547. doi: 10.1111/febs.14499. Epub 2018 Jun 1.,Kamran M,FEBS J,2018,11/5/2018,,,10.1111/febs.14499,FtsZ
29779502,Multi-locus phylogenetics of the Midichloria endosymbionts reveals variable specificity of association with ticks,"Buysse M, Duron O.",Parasitology. 2018 Dec;145(14):1969-1978. doi: 10.1017/S0031182018000793. Epub 2018 May 21.,Buysse M,Parasitology,2018,22/5/2018,,,10.1017/S0031182018000793,FtsZ
33002406,Growth arrest or drug target inactivity is not sufficient for persister formation in E. coli,"Xu Y, Cui P, Zhang Y, Zhang W.",Discov Med. 2020 Mar-Apr;29(157):103-112.,Xu Y,Discov Med,2020,1/10/2020,,,,FtsZ
35497125,Antibacterial activity evaluation and mode of action study of novel thiazole-quinolinium derivatives,"Li Y, Sun N, Ser HL, Long W, Li Y, Chen C, Zheng B, Huang X, Liu Z, Lu YJ.",RSC Adv. 2020 Apr 16;10(25):15000-15014. doi: 10.1039/d0ra00691b. eCollection 2020 Apr 8.,Li Y,RSC Adv,2020,2/5/2022,PMC9052103,,10.1039/d0ra00691b,FtsZ
32041796,Critical Role for the Extended N Terminus of Chlamydial MreB in Directing Its Membrane Association and Potential Interaction with Divisome Proteins,"Lee J, Cox JV, Ouellette SP.",J Bacteriol. 2020 Apr 9;202(9):e00034-20. doi: 10.1128/JB.00034-20. Print 2020 Apr 9.,Lee J,J Bacteriol,2020,12/2/2020,PMC7148133,,10.1128/JB.00034-20,FtsZ
32699122,Interdependent YpsA- and YfhS-Mediated Cell Division and Cell Size Phenotypes in Bacillus subtilis,"Brzozowski RS, Tomlinson BR, Sacco MD, Chen JJ, Ali AN, Chen Y, Shaw LN, Eswara PJ.",mSphere. 2020 Jul 22;5(4):e00655-20. doi: 10.1128/mSphere.00655-20.,Brzozowski RS,mSphere,2020,24/7/2020,PMC7376506,,10.1128/mSphere.00655-20,FtsZ
33951287,"Redox-sensitive transcriptional regulator SoxR directly controls antibiotic production, development and thiol-oxidative stress response in Streptomyces avermitilis","Wang Q, Lu X, Yang H, Yan H, Wen Y.",Microb Biotechnol. 2022 Feb;15(2):561-576. doi: 10.1111/1751-7915.13813. Epub 2021 May 5.,Wang Q,Microb Biotechnol,2022,5/5/2021,PMC8867992,,10.1111/1751-7915.13813,FtsZ
33895137,"ZapG (YhcB/DUF1043), a novel cell division protein in gamma-proteobacteria linking the Z-ring to septal peptidoglycan synthesis","Mehla J, Liechti G, Morgenstein RM, Caufield JH, Hosseinnia A, Gagarinova A, Phanse S, Goodacre N, Brockett M, Sakhawalkar N, Babu M, Xiao R, Montelione GT, Vorobiev S, den Blaauwen T, Hunt JF, Uetz P.",J Biol Chem. 2021 Jan-Jun;296:100700. doi: 10.1016/j.jbc.2021.100700. Epub 2021 Apr 23.,Mehla J,J Biol Chem,2021,25/4/2021,PMC8163987,,10.1016/j.jbc.2021.100700,FtsZ
30504892,Z-ring membrane anchors associate with cell wall synthases to initiate bacterial cell division,"Pazos M, Peters K, Casanova M, Palacios P, VanNieuwenhze M, Breukink E, Vicente M, Vollmer W.",Nat Commun. 2018 Nov 30;9(1):5090. doi: 10.1038/s41467-018-07559-2.,Pazos M,Nat Commun,2018,4/12/2018,PMC6269477,,10.1038/s41467-018-07559-2,FtsZ
33803189,PBP4 Is Likely Involved in Cell Division of the Longitudinally Dividing Bacterium Candidatus Thiosymbion Oneisti,"Wang J, Alvarez L, Bulgheresi S, Cava F, den Blaauwen T.",Antibiotics (Basel). 2021 Mar 9;10(3):274. doi: 10.3390/antibiotics10030274.,Wang J,Antibiotics (Basel),2021,3/4/2021,PMC7999549,,10.3390/antibiotics10030274,FtsZ
36012385,"Discovery of Epipodophyllotoxin-Derived B(2) as Promising XooFtsZ Inhibitor for Controlling Bacterial Cell Division: Structure-Based Virtual Screening, Synthesis, and SAR Study","Song YL, Liu SS, Yang J, Xie J, Zhou X, Wu ZB, Liu LW, Wang PY, Yang S.",Int J Mol Sci. 2022 Aug 14;23(16):9119. doi: 10.3390/ijms23169119.,Song YL,Int J Mol Sci,2022,26/8/2022,PMC9408963,,10.3390/ijms23169119,FtsZ
32045111,An expanded CRISPRi toolbox for tunable control of gene expression in Pseudomonas putida,"Batianis C, Kozaeva E, Damalas SG, Martín-Pascual M, Volke DC, Nikel PI, Martins Dos Santos VAP.",Microb Biotechnol. 2020 Mar;13(2):368-385. doi: 10.1111/1751-7915.13533. Epub 2020 Feb 11.,Batianis C,Microb Biotechnol,2020,12/2/2020,PMC7017828,,10.1111/1751-7915.13533,FtsZ
30206170,Structural Analysis of the Interaction between the Bacterial Cell Division Proteins FtsQ and FtsB,"Kureisaite-Ciziene D, Varadajan A, McLaughlin SH, Glas M, Montón Silva A, Luirink R, Mueller C, den Blaauwen T, Grossmann TN, Luirink J, Löwe J.",mBio. 2018 Sep 11;9(5):e01346-18. doi: 10.1128/mBio.01346-18.,Kureisaite-Ciziene D,mBio,2018,13/9/2018,PMC6134095,,10.1128/mBio.01346-18,FtsZ
33318506,Isolation of a member of the candidate phylum 'Atribacteria' reveals a unique cell membrane structure,"Katayama T, Nobu MK, Kusada H, Meng XY, Hosogi N, Uematsu K, Yoshioka H, Kamagata Y, Tamaki H.",Nat Commun. 2020 Dec 14;11(1):6381. doi: 10.1038/s41467-020-20149-5.,Katayama T,Nat Commun,2020,15/12/2020,PMC7736352,,10.1038/s41467-020-20149-5,FtsZ
37022498,Application of nanotags and nanobodies for live cell single-molecule imaging of the Z-ring in Escherichia coli,"Westlund E, Bergenstråle A, Pokhrel A, Chan H, Skoglund U, Daley DO, Söderström B.",Curr Genet. 2023 Jun;69(2-3):153-163. doi: 10.1007/s00294-023-01266-2. Epub 2023 Apr 6.,Westlund E,Curr Genet,2023,6/4/2023,PMC10163087,,10.1007/s00294-023-01266-2,FtsZ
32345642,Novel Divisome-Associated Protein Spatially Coupling the Z-Ring with the Chromosomal Replication Terminus in Caulobacter crescentus,"Ozaki S, Jenal U, Katayama T.",mBio. 2020 Apr 28;11(2):e00487-20. doi: 10.1128/mBio.00487-20.,Ozaki S,mBio,2020,30/4/2020,PMC7188993,,10.1128/mBio.00487-20,FtsZ
30204770,Filamentation and restoration of normal growth in Escherichia coli using a combined CRISPRi sgRNA/antisense RNA approach,"Mückl A, Schwarz-Schilling M, Fischer K, Simmel FC.",PLoS One. 2018 Sep 11;13(9):e0198058. doi: 10.1371/journal.pone.0198058. eCollection 2018.,Mückl A,PLoS One,2018,12/9/2018,PMC6133276,,10.1371/journal.pone.0198058,FtsZ
36372839,Evaluation of candidate reference genes stability for gene expression analysis by reverse transcription qPCR in Clostridium perfringens,"Williams ML, Ghanem M.",Sci Rep. 2022 Nov 13;12(1):19434. doi: 10.1038/s41598-022-23804-7.,Williams ML,Sci Rep,2022,13/11/2022,PMC9659559,,10.1038/s41598-022-23804-7,FtsZ
34829983,The Escherichia coli Outer Membrane β-Barrel Assembly Machinery (BAM) Crosstalks with the Divisome,"Consoli E, Luirink J, den Blaauwen T.",Int J Mol Sci. 2021 Nov 9;22(22):12101. doi: 10.3390/ijms222212101.,Consoli E,Int J Mol Sci,2021,27/11/2021,PMC8620860,,10.3390/ijms222212101,FtsZ
35044567,"Sulfuriroseicoccus oceanibius gen. nov., sp. nov., a representative of the phylum Verrucomicrobia with a special cytoplasmic membrane","Feng X, Liang QY, Zou QH, Ye MQ, Du ZJ.",Antonie Van Leeuwenhoek. 2022 Feb;115(2):337-352. doi: 10.1007/s10482-021-01689-2. Epub 2022 Jan 19.,Feng X,Antonie Van Leeuwenhoek,2022,19/1/2022,,,10.1007/s10482-021-01689-2,FtsZ
33526615,TusA Is a Versatile Protein That Links Translation Efficiency to Cell Division in Escherichia coli,"Yildiz T, Leimkühler S.",J Bacteriol. 2021 Mar 8;203(7):e00659-20. doi: 10.1128/JB.00659-20. Print 2021 Mar 8.,Yildiz T,J Bacteriol,2021,2/2/2021,PMC8088512,,10.1128/JB.00659-20,FtsZ
33525829,Archaeal cell biology: diverse functions of tubulin-like cytoskeletal proteins at the cell envelope,"Liao Y, Ithurbide S, de Silva RT, Erdmann S, Duggin IG.",Emerg Top Life Sci. 2018 Dec 14;2(4):547-559. doi: 10.1042/ETLS20180026.,Liao Y,Emerg Top Life Sci,2018,2/2/2021,,,10.1042/ETLS20180026,FtsZ
36778977,Infestation of Rice by Gall Midge Influences Density and Diversity of Pseudomonas and Wolbachia in the Host Plant Microbiome,"Sinha DK, Gupta A, Padmakumari AP, Bentur JS, Nair S.",Curr Genomics. 2022 Jun 10;23(2):126-136. doi: 10.2174/1389202923666220401101604.,Sinha DK,Curr Genomics,2022,13/2/2023,PMC9878839,,10.2174/1389202923666220401101604,FtsZ
32300955,Behavior of filamentous temperature-sensitive Z2 (FtsZ2) in the male gametophyte during sexual reproduction processes of flowering plants,"Ohashi Y, Mori T, Igawa T.",Protoplasma. 2020 Jul;257(4):1201-1210. doi: 10.1007/s00709-020-01503-2. Epub 2020 Apr 3.,Ohashi Y,Protoplasma,2020,18/4/2020,,,10.1007/s00709-020-01503-2,FtsZ
37215002,Metabolic flux regulates growth transitions and antibiotic tolerance in uropathogenic Escherichia coli,"Morrison JJ, Banas DA, Madden EK, DiBiasio EC, Rowley DC, Cohen PS, Camberg JL.",bioRxiv. 2023 May 10:2023.05.09.540013. doi: 10.1101/2023.05.09.540013. Preprint.,Morrison JJ,bioRxiv,2023,22/5/2023,PMC10197701,,10.1101/2023.05.09.540013,FtsZ
33359126,The Escherichia coli QseB/QseC signaling is required for correct timing of replication initiation and cell motility,"Wu D, Baigalmaa L, Yao Y, Li G, Su M, Fan L, Morigen.",Gene. 2021 Mar 20;773:145374. doi: 10.1016/j.gene.2020.145374. Epub 2020 Dec 23.,Wu D,Gene,2021,28/12/2020,,,10.1016/j.gene.2020.145374,FtsZ
33595656,Continuous flow synthesis and antimicrobial evaluation of NHC* silver carboxylate derivatives of SBC3 in vitro and in vivo,"O'Beirne C, Piatek ME, Fossen J, Müller-Bunz H, Andes DR, Kavanagh K, Patil SA, Baumann M, Tacke M.",Metallomics. 2021 Feb 17;13(2):mfaa011. doi: 10.1093/mtomcs/mfaa011.,O'Beirne C,Metallomics,2021,17/2/2021,,,10.1093/mtomcs/mfaa011,FtsZ
31488573,Allelic Variation in the Chloroplast Division Gene FtsZ2-2 Leads to Natural Variation in Chloroplast Size,"Kadirjan-Kalbach DK, Turmo A, Wang J, Smith BC, Chen C, Porter KJ, Childs KL, DellaPenna D, Osteryoung KW.",Plant Physiol. 2019 Nov;181(3):1059-1074. doi: 10.1104/pp.19.00841. Epub 2019 Sep 5.,Kadirjan-Kalbach DK,Plant Physiol,2019,7/9/2019,PMC6836828,,10.1104/pp.19.00841,FtsZ
34653531,The phylogenetic distribution of the cell division system would not imply a cellular LUCA but a progenotic LUCA,Di Giulio M.,Biosystems. 2021 Dec;210:104563. doi: 10.1016/j.biosystems.2021.104563. Epub 2021 Oct 13.,Di Giulio M,Biosystems,2021,15/10/2021,,,10.1016/j.biosystems.2021.104563,FtsZ
31250110,Reference genes for real-time RT-PCR expression studies in an Antarctic Pseudomonas exposed to different temperature conditions,"García-Laviña CX, Castro-Sowinski S, Ramón A.",Extremophiles. 2019 Sep;23(5):625-633. doi: 10.1007/s00792-019-01109-4. Epub 2019 Jun 27.,García-Laviña CX,Extremophiles,2019,29/6/2019,,,10.1007/s00792-019-01109-4,FtsZ
35495694,How Do MinC-D Copolymers Act on Z-Ring Localization Regulation? A New Model of Bacillus subtilis Min System,"Wang N, Zhang T, Du S, Zhou Y, Chen Y.",Front Microbiol. 2022 Apr 15;13:841171. doi: 10.3389/fmicb.2022.841171. eCollection 2022.,Wang N,Front Microbiol,2022,2/5/2022,PMC9051478,,10.3389/fmicb.2022.841171,FtsZ
31332059,Upregulation of PBP1B and LpoB in cysB Mutants Confers Mecillinam (Amdinocillin) Resistance in Escherichia coli,"Thulin E, Andersson DI.",Antimicrob Agents Chemother. 2019 Sep 23;63(10):e00612-19. doi: 10.1128/AAC.00612-19. Print 2019 Oct.,Thulin E,Antimicrob Agents Chemother,2019,24/7/2019,PMC6761508,,10.1128/AAC.00612-19,FtsZ
35765559,Validation of reference genes for the normalization of RT-qPCR gene expression in Bacillus siamensis 1021 grown in different culture media,"Nuwong W, Kittiwongwattana C.",Iran J Microbiol. 2022 Apr;14(2):194-202. doi: 10.18502/ijm.v14i2.9188.,Nuwong W,Iran J Microbiol,2022,29/6/2022,PMC9168254,,10.18502/ijm.v14i2.9188,FtsZ
30914397,Wolbachia of phylogenetic supergroup E identified in oribatid mite Gustavia microcephala (Acari: Oribatida),"Konecka E, Olszanowski Z, Koczura R.",Mol Phylogenet Evol. 2019 Jun;135:230-235. doi: 10.1016/j.ympev.2019.03.019. Epub 2019 Mar 23.,Konecka E,Mol Phylogenet Evol,2019,28/3/2019,,,10.1016/j.ympev.2019.03.019,FtsZ
35621928,Lulworthinone: In Vitro Mode of Action Investigation of an Antibacterial Dimeric Naphthopyrone Isolated from a Marine Fungus,"Juskewitz E, Mishchenko E, Dubey VK, Jenssen M, Jakubec M, Rainsford P, Isaksson J, Andersen JH, Ericson JU.",Mar Drugs. 2022 Apr 21;20(5):277. doi: 10.3390/md20050277.,Juskewitz E,Mar Drugs,2022,27/5/2022,PMC9147123,,10.3390/md20050277,FtsZ
32514868,Antibacterial mechanism of rhodomyrtone involves the disruption of nucleoid segregation checkpoint in Streptococcus suis,"Traithan A, Tongtawe P, Thanongsaksrikul J, Voravuthikunchai S, Srimanote P.",AMB Express. 2020 Jun 8;10(1):110. doi: 10.1186/s13568-020-01047-x.,Traithan A,AMB Express,2020,10/6/2020,PMC7280372,,10.1186/s13568-020-01047-x,FtsZ
33922200,"Molecular Simplification of Natural Products: Synthesis, Antibacterial Activity, and Molecular Docking Studies of Berberine Open Models","Milani G, Cavalluzzi MM, Solidoro R, Salvagno L, Quintieri L, Di Somma A, Rosato A, Corbo F, Franchini C, Duilio A, Caputo L, Habtemariam S, Lentini G.",Biomedicines. 2021 Apr 22;9(5):452. doi: 10.3390/biomedicines9050452.,Milani G,Biomedicines,2021,30/4/2021,PMC8146520,,10.3390/biomedicines9050452,FtsZ
36959324,An Arg/Ala-rich helix in the N-terminal region of M. tuberculosis FtsQ is a potential membrane anchor of the Z-ring,"Smrt ST, Escobar CA, Dey S, Cross TA, Zhou HX.",Commun Biol. 2023 Mar 23;6(1):311. doi: 10.1038/s42003-023-04686-5.,Smrt ST,Commun Biol,2023,24/3/2023,PMC10036325,,10.1038/s42003-023-04686-5,FtsZ
31187734,"Isolation, identification, and histopathological analysis of Vibrio tubiashii from lined seahorse Hippocampus erectus","Shao P, Yong P, Wang X, Xie S, Fan Y, Zang L, Cui L, Sun J.",Dis Aquat Organ. 2019 Mar 28;133(3):195-205. doi: 10.3354/dao03350.,Shao P,Dis Aquat Organ,2019,13/6/2019,,,10.3354/dao03350,FtsZ
31109649,"Antibacterial evaluation and mode of action study of BIMQ, a novel bacterial cell division inhibitor","Sun N, Li M, Cai S, Li Y, Chen C, Zheng Y, Li X, Fang Z, Lv H, Lu YJ.",Biochem Biophys Res Commun. 2019 Jul 5;514(4):1224-1230. doi: 10.1016/j.bbrc.2019.05.086. Epub 2019 May 17.,Sun N,Biochem Biophys Res Commun,2019,22/5/2019,,,10.1016/j.bbrc.2019.05.086,FtsZ
32566778,The development of species-specific antisense peptide nucleic acid method for the treatment and detection of viable Salmonella,"Adebowale OO, Goh S, Good L.",Heliyon. 2020 Jun 10;6(6):e04110. doi: 10.1016/j.heliyon.2020.e04110. eCollection 2020 Jun.,Adebowale OO,Heliyon,2020,23/6/2020,PMC7298406,,10.1016/j.heliyon.2020.e04110,FtsZ
33807152,Genome-Wide Analysis of Tubulin Gene Family in Cassava and Expression of Family Member FtsZ2-1 during Various Stress,"Li S, Cao P, Wang C, Guo J, Zang Y, Wu K, Ran F, Liu L, Wang D, Min Y.",Plants (Basel). 2021 Mar 31;10(4):668. doi: 10.3390/plants10040668.,Li S,Plants (Basel),2021,3/4/2021,PMC8065747,,10.3390/plants10040668,FtsZ
35132948,"Design, synthesis, and computational studies of benzimidazole derivatives as new antitubercular agents","Yalcin-Ozkat G, Ersan RH, Ulger M, Ulger ST, Burmaoglu S, Yildiz I, Algul O.",J Biomol Struct Dyn. 2023 Apr;41(7):2667-2686. doi: 10.1080/07391102.2022.2036241. Epub 2022 Feb 8.,Yalcin-Ozkat G,J Biomol Struct Dyn,2023,8/2/2022,,,10.1080/07391102.2022.2036241,FtsZ
37060070,"Characterizing the Wolbachia infection in field-collected Culicidae mosquitoes from Hainan Province, China","Li Y, Sun Y, Zou J, Zhong D, Liu R, Zhu C, Li W, Zhou Y, Cui L, Zhou G, Lu G, Li T.",Parasit Vectors. 2023 Apr 14;16(1):128. doi: 10.1186/s13071-023-05719-y.,Li Y,Parasit Vectors,2023,14/4/2023,PMC10103416,,10.1186/s13071-023-05719-y,FtsZ
32380314,Isolation and genetic properties of Bartonella in eastern bent-wing bats (Miniopterus fuliginosus) in Japan,"Nabeshima K, Sato S, Kabeya H, Kato C, Suzuki K, Maruyama S.",Infect Genet Evol. 2020 Sep;83:104354. doi: 10.1016/j.meegid.2020.104354. Epub 2020 May 5.,Nabeshima K,Infect Genet Evol,2020,8/5/2020,PMC7198413,,10.1016/j.meegid.2020.104354,FtsZ
36300930,"FtsK, a DNA Motor Protein, Coordinates the Genome Segregation and Early Cell Division Processes in Deinococcus radiodurans","Mishra S, Misra HS, Kota S.",mBio. 2022 Dec 20;13(6):e0174222. doi: 10.1128/mbio.01742-22. Epub 2022 Oct 27.,Mishra S,mBio,2022,27/10/2022,PMC9764985,,10.1128/mbio.01742-22,FtsZ
29769312,The chloroplast division protein ARC6 acts to inhibit disassembly of GDP-bound FtsZ2,"Sung MW, Shaik R, TerBush AD, Osteryoung KW, Vitha S, Holzenburg A.",J Biol Chem. 2018 Jul 6;293(27):10692-10706. doi: 10.1074/jbc.RA117.000999. Epub 2018 May 16.,Sung MW,J Biol Chem,2018,18/5/2018,PMC6036205,,10.1074/jbc.RA117.000999,FtsZ
31131713,Phosphoproteomic and proteomic profiling of serine/threonine protein kinase PkaE of Streptomyces coelicolor A3(2) and its role in secondary metabolism and morphogenesis,"Hirakata T, Urabe H, Sugita T.",Biosci Biotechnol Biochem. 2019 Oct;83(10):1843-1850. doi: 10.1080/09168451.2019.1618698. Epub 2019 May 25.,Hirakata T,Biosci Biotechnol Biochem,2019,28/5/2019,,,10.1080/09168451.2019.1618698,FtsZ
34585574,DNA Nanodevice as a Co-delivery Vehicle of Antisense Oligonucleotide and Silver Ions for Selective Inhibition of Bacteria Growth,"Long Q, Jia B, Shi Y, Wang Q, Yu H, Li Z.",ACS Appl Mater Interfaces. 2021 Oct 13;13(40):47987-47995. doi: 10.1021/acsami.1c15585. Epub 2021 Sep 29.,Long Q,ACS Appl Mater Interfaces,2021,29/9/2021,,,10.1021/acsami.1c15585,FtsZ
35529647,Cytotoxic and antimicrobial indole alkaloids from an endophytic fungus Chaetomium sp. SYP-F7950 of Panax notoginseng,"Peng F, Hou SY, Zhang TY, Wu YY, Zhang MY, Yan XM, Xia MY, Zhang YX.",RSC Adv. 2019 Sep 12;9(49):28754-28763. doi: 10.1039/c9ra04747f. eCollection 2019 Sep 9.,Peng F,RSC Adv,2019,9/5/2022,PMC9071232,,10.1039/c9ra04747f,FtsZ
31419361,A gradient-forming MipZ protein mediating the control of cell division in the magnetotactic bacterium Magnetospirillum gryphiswaldense,"Toro-Nahuelpan M, Corrales-Guerrero L, Zwiener T, Osorio-Valeriano M, Müller FD, Plitzko JM, Bramkamp M, Thanbichler M, Schüler D.",Mol Microbiol. 2019 Nov;112(5):1423-1439. doi: 10.1111/mmi.14369. Epub 2019 Sep 24.,Toro-Nahuelpan M,Mol Microbiol,2019,17/8/2019,,,10.1111/mmi.14369,FtsZ
31512605,MtFtsX a predicted membrane domain of ABC transporter complex MtFtsEX of Mycobacterium tuberculosis interacts with the cell division protein MtFtsZ,"Mir MA, Srinivasan R, Ajitkumar P.",Int J Mycobacteriol. 2019 Jul-Sep;8(3):281-286. doi: 10.4103/ijmy.ijmy_98_19.,Mir MA,Int J Mycobacteriol,2019,13/9/2019,,,10.4103/ijmy.ijmy_98_19,FtsZ
32748754,"Identification of Antimycobacterial Agent Using In Silico Virtual Screening, ADME Prediction, Docking, and Molecular Dynamics Simulations Approach","Tripathy S, Sahu SK, Azam MA, Jupudi S, Gupta VK, Sharma S.",Curr Comput Aided Drug Des. 2021;17(6):806-816. doi: 10.2174/1573409916999200730182308.,Tripathy S,Curr Comput Aided Drug Des,2021,5/8/2020,,,10.2174/1573409916999200730182308,FtsZ
37040122,Investigation on the Anticancer and Antibacterial Mechanism of Thiazoline/Imidazoline Derived Palladium(II) Complexes,"Mahanty S, Sudharsan M, Suresh D, Rathinasamy K.",Chem Biodivers. 2023 May;20(5):e202201043. doi: 10.1002/cbdv.202201043. Epub 2023 Apr 25.,Mahanty S,Chem Biodivers,2023,11/4/2023,,,10.1002/cbdv.202201043,FtsZ
33269494,Organization of peptidoglycan synthesis in nodes and separate rings at different stages of cell division of Streptococcus pneumoniae,"Perez AJ, Boersma MJ, Bruce KE, Lamanna MM, Shaw SL, Tsui HT, Taguchi A, Carlson EE, VanNieuwenhze MS, Winkler ME.",Mol Microbiol. 2021 Jun;115(6):1152-1169. doi: 10.1111/mmi.14659. Epub 2020 Dec 21.,Perez AJ,Mol Microbiol,2021,3/12/2020,PMC8575487,NIHMS1658290,10.1111/mmi.14659,FtsZ
33101614,A NanoFE simulation-based surrogate machine learning model to predict mechanical functionality of protein networks from live confocal imaging,"Asgharzadeh P, Birkhold AI, Trivedi Z, Özdemir B, Reski R, Röhrle O.",Comput Struct Biotechnol J. 2020 Sep 24;18:2774-2788. doi: 10.1016/j.csbj.2020.09.024. eCollection 2020.,Asgharzadeh P,Comput Struct Biotechnol J,2020,26/10/2020,PMC7559262,,10.1016/j.csbj.2020.09.024,FtsZ
29882274,Multilocus sequence analysis of Vibrionaceae isolated from farmed amberjack and the development of a multiplex PCR assay for the detection of pathogenic species,"Nishiki I, Minami T, Murakami A, Hoai TD, Fujiwara A.",J Fish Dis. 2018 Jun 7. doi: 10.1111/jfd.12823. Online ahead of print.,Nishiki I,J Fish Dis,2018,9/6/2018,,,10.1111/jfd.12823,FtsZ
30414406,Cooperative DNA Binding of the Plasmid Partitioning Protein TubR from the Bacillus cereus pXO1 Plasmid,"Hayashi I, Oda T, Sato M, Fuchigami S.",J Mol Biol. 2018 Dec 7;430(24):5015-5028. doi: 10.1016/j.jmb.2018.11.001. Epub 2018 Nov 8.,Hayashi I,J Mol Biol,2018,11/11/2018,,,10.1016/j.jmb.2018.11.001,FtsZ
33922245,"Molecular Detection of Bartonella spp. and Hematological Evaluation in Domestic Cats and Dogs from Bangkok, Thailand","Saengsawang P, Kaewmongkol G, Inpankaew T.",Pathogens. 2021 Apr 22;10(5):503. doi: 10.3390/pathogens10050503.,Saengsawang P,Pathogens,2021,30/4/2021,PMC8146774,,10.3390/pathogens10050503,FtsZ
31828448,"Corynebacterium glutamicum whiA plays roles in cell division, cell envelope formation, and general cell physiology","Lee JH, Jeong H, Kim Y, Lee HS.",Antonie Van Leeuwenhoek. 2020 May;113(5):629-641. doi: 10.1007/s10482-019-01370-9. Epub 2019 Dec 11.,Lee JH,Antonie Van Leeuwenhoek,2020,13/12/2019,,,10.1007/s10482-019-01370-9,FtsZ
34040598,"How Teichoic Acids Could Support a Periplasm in Gram-Positive Bacteria, and Let Cell Division Cheat Turgor Pressure",Erickson HP.,Front Microbiol. 2021 May 10;12:664704. doi: 10.3389/fmicb.2021.664704. eCollection 2021.,Erickson HP,Front Microbiol,2021,27/5/2021,PMC8141598,,10.3389/fmicb.2021.664704,FtsZ
31989175,A single-component light sensor system allows highly tunable and direct activation of gene expression in bacterial cells,"Li X, Zhang C, Xu X, Miao J, Yao J, Liu R, Zhao Y, Chen X, Yang Y.",Nucleic Acids Res. 2020 Apr 6;48(6):e33. doi: 10.1093/nar/gkaa044.,Li X,Nucleic Acids Res,2020,29/1/2020,PMC7102963,,10.1093/nar/gkaa044,FtsZ
33773234,Gene expression analysis for selection and validation of suitable housekeeping gene(s) in cadmium exposed pigeonpea plants inoculated with arbuscular mycorrhizae,"Bisht A, Bhalla S, Kumar A, Kaur J, Garg N.",Plant Physiol Biochem. 2021 May;162:592-602. doi: 10.1016/j.plaphy.2021.03.024. Epub 2021 Mar 15.,Bisht A,Plant Physiol Biochem,2021,27/3/2021,,,10.1016/j.plaphy.2021.03.024,FtsZ
33495624,A two-track model for the spatiotemporal coordination of bacterial septal cell wall synthesis revealed by single-molecule imaging of FtsW,"Yang X, McQuillen R, Lyu Z, Phillips-Mason P, De La Cruz A, McCausland JW, Liang H, DeMeester KE, Santiago CC, Grimes CL, de Boer P, Xiao J.",Nat Microbiol. 2021 May;6(5):584-593. doi: 10.1038/s41564-020-00853-0. Epub 2021 Jan 25.,Yang X,Nat Microbiol,2021,26/1/2021,PMC8085133,NIHMS1655208,10.1038/s41564-020-00853-0,FtsZ
30745377,A Xylose-Inducible Expression System and a CRISPR Interference Plasmid for Targeted Knockdown of Gene Expression in Clostridioides difficile,"Müh U, Pannullo AG, Weiss DS, Ellermeier CD.",J Bacteriol. 2019 Jun 21;201(14):e00711-18. doi: 10.1128/JB.00711-18. Print 2019 Jul 15.,Müh U,J Bacteriol,2019,13/2/2019,PMC6597395,,10.1128/JB.00711-18,FtsZ
